FileName	Finglish	Persian
common_voice_fa_18212396.mp3	va haalaa baa in barnaame va in morabihaa mitavaanand in kaar raa bokonand	و حالا با این برنامه و این مربیها، میتوانند اینکار را بکنند
common_voice_fa_18212399.mp3	digar sar kaar nemiravam	دیگه سرکار نمیرم
common_voice_fa_18212960.mp3	dovomi modire bozorgtarin kheyrie shahrash	دومی: مدیر بزرگترین خیریه شهرش
common_voice_fa_18212961.mp3	bejaaye in koli baazi haa berid baraayam ghazaa biavarid	بجای این کولی بازیا برین برام غذا بیارین.
common_voice_fa_18212963.mp3	dahanetaan raa bebandid	دهنتون رو ببندید
common_voice_fa_18212965.mp3	havaa dam karde bood az bas dood maashin haa too shahr boland shode bood	هوا دم کرده بود از بس دود ماشینا تو شهر بلند شده بود
common_voice_fa_18212968.mp3	albate shomaa hagh daarid baavar konid amaa nokte haminjaa ast ki bood ke behesh gofti badan zang bezanad yani taraf in ghadr mohem boode ke too aan sharaayet bekhaahi javaabash raa bedehi?	البته. شما همه حق دارین باور کنید. اما نکته همین جاست. کی بود که بهش گفتی بعداً زنگ بزنه؟ یعنی طرف اینقدر مهم بوده که توی اون شرایط بخوای جوابشو بدی؟
common_voice_fa_18213048.mp3	nemidaanim begam baabaa yek sedaai az aan too aamad khodam shenidam	نمیزارین بگم. بابا. یه صدایی از اون تو اومد. خودم شنیدم.
common_voice_fa_18213049.mp3	man haal va hosele nadaaram paa beshavam taa baazaar raah bioftam va biayam	من حال و حوصله ندارم پاشم تا بازار راه بیفتم و بیام.
common_voice_fa_18213050.mp3	aakhe baa in gerooni sigaar man taa filter sigaar raa ham nakesham ke fekram aaraam nemishavad	اخه با این گرونی سیگار من تا فیلتر سیگار رو هم نکشم که فکرم اروم نمیشه
common_voice_fa_18213051.mp3	pas say kon bikhialash beshavi	پس سعي کن بيخيالش بشي
common_voice_fa_18213053.mp3	bache haa maahi ghermez doost daarand	بچه ها ماهی قرمز دوست دارن
common_voice_fa_18213059.mp3	yek meghdaar paarche miavaram	يه مقدار پارچه ميارم
common_voice_fa_18213060.mp3	bi adabi rooye ahsaasaat maa angize maa amalkard maa tasir migozaarad va hamintor raftaar maa baa digaraan	بی ادبی روی احساسات ما، انگیزهٔ ما، عملکرد ما تاثیر میگذارد و همینطور رفتار ما با دیگران
common_voice_fa_18213062.mp3	pas motaaleaati raa tanzim kardim jaayi ke 5 sherkat konande shaahed amal gostaakhaane yek aazmaayeshgar nesbat be kasi ke baraaye tahghigh dir reside bood mishodand	پس مطالعاتی را تنظیم کردیم جایی که پنج شرکت کننده شاهد عمل گستاخانهی یک آزمایشگر نسبت به کسی که برای تحقیق دیر رسیده بود میشدند
common_voice_fa_18213063.mp3	aasef ghadeshaan boland ast?	عاصف قدشون بلنده؟
common_voice_fa_18213064.mp3	shomaa mikhaahid che kasi baashid? soaal saadeei ast va che bedaanid va che nadaanid javaab aan ra har rooz baa raftaaretaan midahid	شما میخواهید چه کسی باشید؟ سوال سادهای است، و چه بدانید چه ندانید، جواب آن را هر روز با رفتارتان میدهید
common_voice_fa_18213065.mp3	amaa aslan khodam raa be zahmat nayandaakhtam va kaar nakardam har kasi migoft kaar kon migoftam man tanbalam az man kaar nakhaahid	امااصلا خودمو به زحمت ننداختم وکار نکردم،هرکی میگفت کار کن،میگفتم من تنبلم ازمن کار نخایید
common_voice_fa_18213066.mp3	khob 5 saal injaa boodi	تو پنج سال اينجا بودي
common_voice_fa_18213067.mp3	mishavad yek lahze harf nazanim?	ميشه يه لحظه حرف نزني؟
common_voice_fa_18213068.mp3	shohar daarad jozaam ke nadaarad	شوهر داره جذام که نداره.
common_voice_fa_18213074.mp3	man vaaghean mazerat mikhaaham	من واقعا معذرت مي خوام
common_voice_fa_18213076.mp3	aroosi saa'at 6 shoroo mishavad	عروسي ساعت 6 شروع ميشه
common_voice_fa_18213078.mp3	emrooz khaane maadar shohar mohtaram jashn bood maa ham ke tashrif farmaa shode boodim naachaaran	امروز خونه مادرشوهرمحترم جشن بود،ماهم که تشریف فرماشده بودیم ناچارا
common_voice_fa_18213080.mp3	bache haa midonid chie?	بچه ها مي دونين چيه ؟
common_voice_fa_18213084.mp3	alaan taa hodoodi midaanam	الان تا حدودي مي دونه
common_voice_fa_18213087.mp3	in aks raa kheyli doost daaram be 2 dalil	این عکس رو خیلی دوست دارم به دو دلیل
common_voice_fa_18213098.mp3	hastam delash baraayam tang mishavad	حسن، دلش برام تنگ میشه
common_voice_fa_18213099.mp3	daarad bache haayash raa sedaa mizanad	داره بچه هاشو صدا می زنه
common_voice_fa_18213100.mp3	man ham migoftam baashad ghabool ast	منم ميگفتم باشه قبوله
common_voice_fa_18213101.mp3	ghaaedi shanbe miravad madrese yaa mimaanad khaane baazi perspolis raa mibinad?	قائدی شنبه میره مدرسه یا میمونه خونه بازی پرسپولیس رو میبینه؟
common_voice_fa_18213102.mp3	midaani? aslan mohem nist	ميدوني، اصلا مهم نيست
common_voice_fa_18213108.mp3	bi adabi kaarkonaan va amalkard shaan raa bi asar mikonad	بیادبی کارکنان و عملکردشان را کم اثر میکند
common_voice_fa_18213109.mp3	aan vaght man ham mishavam hamkaarat	اونوقت منم ميشم همکارت
common_voice_fa_18213110.mp3	chand baar begooyam dozdi dar kaar nist eshaare be mostaraam moshkel az aan jaa ast	چند بار بگم دزدی در کار نیست اشاره به مستراح مشکل از اونجاست.
common_voice_fa_18213111.mp3	haalaa har chi hanooz yaadam narafte haa	حالا هر چی هنوز یادم نرفته ها.
common_voice_fa_18213112.mp3	mota'asefaane baazaar ketaab koodak por ast az in mafaahim aazaarande	متاسفانه بازار کتاب کودک پر است از این دست مفاهیم ازارنده
common_voice_fa_18213113.mp3	oo alaan vaaghean naaraahat ast	اون الان واقعا ناراحته
common_voice_fa_18213133.mp3	behesh migooyad ke doostash daarad	بهش ميگه که دوستش داره
common_voice_fa_18213135.mp3	behesh begoo hich kas nemitavaanad	بهش بگو هيچکس نمي تونه
common_voice_fa_18213136.mp3	chand rooz ast resideand aazar khaanom	چند روزه رسیدن اذر خانم؟
common_voice_fa_18213137.mp3	bale man hatman khoobi shomaa raa faraamoosh nemikonam taa dir nashode az posht baam faraar konid agar jelotaan raa gereftand begooid doost farmoosh hastim	بله حتماً من خوبی شما رو فراموش نمی کنم. تا دیر نشده از پشت بوم فرار کنید. اگه جلوتونو گرفتن بگید دوست فرموش هستیم.
common_voice_fa_18213138.mp3	man kaashef sarzamin haaye door oftaade hastam	من کاشف سرزمینای دور افتاده هستم
common_voice_fa_18213149.mp3	maamaan naakhonat raa nakhor	مامان ، ناخنت رو نخور
common_voice_fa_18213150.mp3	aan haa aakhar dorost va hesaabiand	.اونا آخر درست حسابين
common_voice_fa_18213151.mp3	be khodaa ghadr daaryoosh raa bedaanid be hamin shirinkaam ghasam lenge ash kam ast too mard haa	بخدا قدر داریوش رو بدونین! به همین شیرین کام قسم، لنگش کمه تو مردا.
common_voice_fa_18213153.mp3	bache injaa che kaar mikoni?	بچه اینجا چیکار می کنی؟
common_voice_fa_18213164.mp3	vali shekaayati nemikonam	.ولي شکايتي نمي کنه.
common_voice_fa_18213167.mp3	kaashima khoob entegham baakht saaypa too jaam hazfi raa gereft	کاشیما خوب انتقام باخت به سایپا تو جام حذفی رو گرفت
common_voice_fa_18213171.mp3	az aan pesar porsid aayaa baraaye behboodi khaahart haazeri be oo khoon ehda koni?	از آن پسر پرسید: آیا برای بهبودی خواهرت حاضری به اون خون اهدا کنی؟
common_voice_fa_18213172.mp3	vaghti bargashtim hodoodan saa'at haaye 9 shab bood	وقتی برگشتیم حدودا ساعتای نه شب بود
common_voice_fa_18213173.mp3	mardom khashmnaak hastand	مردم خشمناک هستند
common_voice_fa_18213204.mp3	chon to tooye tim man hasti	چون تو توي تيم من هستي
common_voice_fa_18213205.mp3	yek lahze gooshi raa negahdaar	يه لحظه گوشي رو نگهدار
common_voice_fa_18213206.mp3	va yek maadar va pesar ham be shohar jaan dolaar daadand va pool baa arzesh maan raa gereftand	و یه مادر و پسر هم به شوهرجان دلار دادن و پول با ارزشمون رو گرفتن
common_voice_fa_18213207.mp3	man chizi nemigooyam dahanam ghors ast amaa mahz etelaaet agar dafe bad khaast biad in too gooshish raa azash begirid akhe har baar ke aamade bedoon gooshi nayaamade yek tir va do neshaan mizanad	من چیزی نمیگم. دهنم قرصه. اما محض اطلاع اگه دفعه بعد خواست بیاد این تو، گوشیشو ازش بگیرین. آخه هر بار که اومده بدون گوشی نیومده، یه تیرو دونشون میزنه.
common_voice_fa_18213208.mp3	kaash beshavad	کاش بشه
common_voice_fa_18213214.mp3	zang mizanam polis biayad jamat konad martike fekr kardi nim kiloo chaagh shodi maa azat mitarsim?	زنگ می زنم پلیس بیاد جمعت کنه. مرتیکه. فکر کردی نیم کیلو چاق شدی ما ازت می ترسیم؟
common_voice_fa_18213215.mp3	to baa in haal zediat daari	تو با اينها ضديت داري
common_voice_fa_18213216.mp3	albate aan moghe haa mesl alaan nabood mardom gozasht va hamdeli shan bishtar bood	البته اون موقع ها مثل الان نبود مردم گذشت و همدلیشون بیشتر بود.
common_voice_fa_18213217.mp3	vaziat tori shode ke baayad in tori polo morgh bokhorim	وضعیت جوری شده که باید اینجوری پلو مرغ بخوریم
common_voice_fa_18213218.mp3	yaad begirid va tamrin konid baraaye yek maah digaretaan khoob ast	یاد بگیرید و تمرین کنید واسه یه ماه دیگتون خوبه
common_voice_fa_18213224.mp3	alaan oo rafte vam begirad taa moshkelemaan raa hal konad	الانم رفته وام بگیره تا مشکلمون رو حل کنه
common_voice_fa_18213225.mp3	mesl maa haa nemitavaanand harf bezanand va begooyand che chizi shaan shode kheyli mazloom va bi defaa'and	مثل ماها نمیتونن حرف بزنن و بگن چششون شده،خیلی مظلوم و بی دفاعن
common_voice_fa_18213226.mp3	yek nazar halaal tar az shir maadar ast	یه نظر حلال تر از شیر مادره.
common_voice_fa_18213227.mp3	midaani mardom migooyand	ميدوني مردم ميگن
common_voice_fa_18213228.mp3	nemigozari begooyam baabaa yek sedaayi az aan too aamad khodam shenidam	نمیزارین بگم. بابا. یه صدایی از اون تو اومد. خودم شنیدم.
common_voice_fa_18213244.mp3	agar esm kaamelash raa gofi?	اگر اسم کاملش رو گفتي
common_voice_fa_18213245.mp3	man chand taa navaar raa didam	من چند تا نوار رو ديدم
common_voice_fa_18213246.mp3	azataan delkhoram moones khaanom	ازتون دلخورم مونس خانم!
common_voice_fa_18213247.mp3	nemikhaahi ke asabaaniash koni?	.نميخاي که عصبانيش کني
common_voice_fa_18213248.mp3	man goftam khoon sard baash	من گفتم خونسرد باش
common_voice_fa_18213281.mp3	fekr haaye kheyli ziaadi kardam	فکرهاي خيلي زيادي کردم
common_voice_fa_18213282.mp3	yaadat ast behet migoftam agar to beravi mimiram?	یادته بهت می گفتم اگه تو بری می میرم
common_voice_fa_18213283.mp3	oo yek zan khoshgel daarad?	اون يه زن خوشکل داره؟
common_voice_fa_18213284.mp3	cheraa man raa aavardi injaa?	چرا من رو آوردي اينجا؟
common_voice_fa_18213285.mp3	havaaye khoob bishtar rooz haa baarooni vojood hes aaraamesh va boodan kenaar aadam haaye khoob	هوای خوب،بیشتر روزابارونی، وجود حس ارامش و بودن در کنار آدمای خوب
common_voice_fa_18213296.mp3	khaanom koli khoshhaal shod va kheyli zogh zade tashakor kard	خانومه کلی خوشحال شد و خیلی ذوق زده تشکر کرد!!!
common_voice_fa_18213297.mp3	yek kam havaa sard bood	یکم هوا سرد بود
common_voice_fa_18213298.mp3	khaane maan raa mibarim aanjaa	خونه مون می بریم اونجا
common_voice_fa_18213299.mp3	noche haaye baa vafaaye man	نوچه های با وفای من
common_voice_fa_18213300.mp3	yani ghalbet nabood? maa raa begoo ke koli negaraanet shodim	یعنی قلبت نبود. مارو بگو کلی نگرانت شدیم.
common_voice_fa_18213306.mp3	az aan shokolaat khoshash miaayad	اون از شکلات خوشش میاد
common_voice_fa_18213307.mp3	biaa beshin royaa jaan kaari ham daashti begoo javaan haa anjaam midehand	بیا بشین رویا جون کاریم داشتی بگو جوونا انجام میدن.
common_voice_fa_18213308.mp3	man movaghatan nayaamadeam injaa	من موقتا نيومدم اينجا
common_voice_fa_18213309.mp3	haalaa sad taa az to hastand	حالا 100 تا از تو هستن
common_voice_fa_18213310.mp3	be nazaram deltang didanash baashi behtar az in ast ke har rooz bebinish va deltang daashtanash baashi	بنظرم دلتنگ دیدنش باشی، بهترازاینه که هرروز ببینیش و دلتنگ داشتنش باشی
common_voice_fa_18213321.mp3	khob dige bahs manam hamin ast pas cheraa hich kas nadide in pesar raa too mahal hataa yek nazar	خوب دیگه بحث منم همینه پس چرا هیچ کی ندیده این پسره رو تو محل،حتی یه نظر
common_voice_fa_18213322.mp3	dar nazar begirid ke laazem ast aan raa benevisid	در نظر بگیرید که لازم است آنرا بنویسید
common_voice_fa_18213323.mp3	baayad doostat raa az dast bedehi?	و دوست تو از دست بدي ؟
common_voice_fa_18213324.mp3	saahebam in ghalaade raa baraayam dorost kard	صاحبم این قلاده رو برام درست کرد
common_voice_fa_18213325.mp3	baazaar baraaye 2 kiloo shirini va yek goldaan	بازار؟ برا دو کیلو شیرینی و یه گلدون!
common_voice_fa_18213331.mp3	aan bache pishash che kaar mikonad?	اون بچه پیشش چیکار می کنه؟
common_voice_fa_18213332.mp3	az hame mohemtar movafagh be kashf raaz va moamaaye ghadimi khodam shodam	از همه مهمتر موفق به کشف راز و معمای قدیمی خود شدم
common_voice_fa_18213333.mp3	maa baa hamkaari javaanaan taraahi va tolid mikonim	ما با همکاری جوانان طراحی و تولید میکنیم
common_voice_fa_18213334.mp3	olgoo haa va raftaar haayi mesl in roozaane bar afraad baa khod abzaari zaif dar hame zamine haaye kaari tasir daarad	الگوها و رفتارهایی مثل این روزانه بر افراد با خود ابرازی ضعیف در همه زمینههای کاری تاثیر دارد
common_voice_fa_18213335.mp3	che ghadr javaab daadan be ketaab haaye maghta dabestaan saade shode	چقدر جواب دادن به كتاباى مقطع دبستان ساده شده
common_voice_fa_18213341.mp3	havaasat be aan avazi baashad	حواست به اون عوضي باشه
common_voice_fa_18213342.mp3	raas injaa che khabar ast?	رآس ، اينجا چه خبره ؟
common_voice_fa_18213343.mp3	mamlov az giaahaan va heyvaanaati mibaashad	مملو از گیاهان و حیواناتی می باشد
common_voice_fa_18213344.mp3	va shomaa baavar nemikonam ke	و شما ، باور نميکنم که
common_voice_fa_18213345.mp3	mifahmi ke manzooram chi ast?	مي فهمي که منظورم چيه؟
common_voice_fa_18213356.mp3	aahaay sagetoon pish mast	آهای سگتون پیش ماست
common_voice_fa_18213357.mp3	faghat aanjayash ke dobaare nafas migiradva zoor mizanad	فقط اونجاش که دوباره نفس میگیره و زور میزنه
common_voice_fa_18213358.mp3	agar khoshat nemiaayad dars bekhaani va biaayi sar kelaas khaab beshin khaaneat	اگه خوشت نمیاد درس بخونی و بیای سرکلاس خب بشین تو خونهت
common_voice_fa_18213359.mp3	abaasi ehsaas mikonad taghir shode	عباسی احساس می کند تحقیر شده
common_voice_fa_18213360.mp3	che tor che tor taghsir to ast?	چطور؟ چطور تقصير توئه؟
common_voice_fa_18213366.mp3	raas az didanet khoshbakhtam	رآس ، از ديدنت خوشبختم
common_voice_fa_18213367.mp3	taaze in ghesmat badesh nist	تازه اين قسمت بدش نيست
common_voice_fa_18213368.mp3	va besiaari digar	و بسیاری دیگر
common_voice_fa_18213369.mp3	ham khaane maa bozorg ast ham dokhtar bozorg daaram	هم خونه ما بزرگه هم دختر بزرگم دارم
common_voice_fa_18213370.mp3	mitavaanestim bish az haftaad va shesh pele so'ood knim	می توانستیم بیش از هفتاد و شش پله هم صعود کنیم
common_voice_fa_18213386.mp3	revaayat haa shabih hamdigarand	روایتها شبیه همدیگرند
common_voice_fa_18213387.mp3	chizi ke fekr mikonid vaghti pir shodid mishavid	چیزی که فکر می کنید وقتی پیر شدید میشید
common_voice_fa_18213388.mp3	behet begooyand aashghaali khoob ast?	!بهت بگن آشغالي ، خوبه
common_voice_fa_18213389.mp3	cheraa daaram be to migooyam?	چرا دارم به تو مي گم؟
common_voice_fa_18213390.mp3	khodaa midaanad che mojoodaati aanjaa zendegi mikonand	خدا می دونه چه موجوداتی اونجا زندگی می کنن
common_voice_fa_18213498.mp3	albate anaam raa migiram	البته انعام رو می گیرم
common_voice_fa_18213504.mp3	zhaaponi haa akhlaagh raa baakhtand chon natavaanestand hame varzeshgah raa tamiz konand	ژاپنیا اخلاق رو باختن چون نتونستن همهی ورزشگاه و تمیز کنن
common_voice_fa_18213509.mp3	ghablesh baa mohsen dar raabete baa ezdevaaj harf zade boodim va barnaame rizi karde boodim	قبلش با محسن در رابطه با ازدواج حرف زده بودیم و برنامه ریزی کرده بودیم
common_voice_fa_18213551.mp3	aakhe baraayam jaaleb ast aan chiz haayi ke azashaan mishnavim baa aan chiz haayi ke khodemaan mibinim	اخه برام جالبه اون چیزای که ازشون می شنویم با اون چیزای که خودمون می بینیم.
common_voice_fa_18213553.mp3	maa iraani haa savaar yek keshti hastim amaa to moraagheb ghaayegh tashrifaat baash	ما ایرانیها سوار یک کشتی هستیم اما تو مراقب قایق تشریفاتت باش
common_voice_fa_18213558.mp3	agar alaan shoharjaan injaa bood migoft man va in hame khoshbakhti mahaale	اگه الان شوهرجان اینجا بود میگفت: من و این همه خوشبختی محاله
common_voice_fa_18213559.mp3	to ki hasti ki to raa ferestaade?	تو کی هستی؟ کی تو رو فرستاده؟
common_voice_fa_18213560.mp3	vey afzood baa in vojood ghatar hamaanand saayer keshvar haaye gheyr ozv opek be ta'ahodaat in saazmaan paayband khaahad maand	وی افزود: با این وجود قطر همانند سایر کشورهای غیر عضو اوپک به تعهدات این سازمان پایبند خواهد ماند
common_voice_fa_18213576.mp3	bish az hezaar va chaahaar sad saal pish koodaki dar shahr make cheshm be jahan goshood	بيش از هزار و چهار صد سال پيش کودکی در شهر مکه چشم به جهان گشود
common_voice_fa_18213577.mp3	edeaaye ghatl peresident kenedi va edeaaye eghdaam teror paap tavasot siaa va edeaaye kharidan koodakaan az aamrikaaye jonoobi tavasot servatmandaan aamrikaai baraaye estefaade az azaaye badaneshaan hame va hame tavasot kaa ge be montasher shodeand	ادعای قتل پرزیدنت کندی و ادعای اقدام به ترور پاپ توسط CIA، و ادعای خرید کودکان از آمریکای جنوبی توسط ثروتمندان آمریکایی برای استفاده از اعضای بدنشان همه و همه توسط کاگب منتشر شدند
common_voice_fa_18213578.mp3	shaayad moshkel az maa nabaashad	شايد مشکل از ما نباشه
common_voice_fa_18213579.mp3	maa be tafakor raadikal niaazmandim	ما به تفکری رادیکال نیازمندیم
common_voice_fa_18213580.mp3	haalaa fardaa perspolis yek setaareye kamrang mizanad rooye lebaasash	حالا فردا پرسپولیس یه ستاره ی کمرنگ میزنه رو لباسش
common_voice_fa_18213586.mp3	in kaar raa behtar nemikonad	.اين کارو بهتر نمي کنه
common_voice_fa_18213587.mp3	javaanaan hamchenin be man migooyand ke nagaraan kaar hastand	جوانان همچنین به من میگویند که نگران کار هستند
common_voice_fa_18213588.mp3	biaa haapoo saandevich bokhor	بيا هاپو ساندويچ بخور
common_voice_fa_18213589.mp3	man ke na vali az amene shenidam	من که نه ولی از امنه شنیدم.
common_voice_fa_18213590.mp3	albate man omidvaar boodam	البته من اميدوار بودم
common_voice_fa_18213631.mp3	jame'e yek shekaaf adam ertebaat bist saaleye jadid ijaad karde ast	جامعه یک شکاف عدم ارتباط ۲۰ سالهٔ جدید ایجاد کرده است
common_voice_fa_18213632.mp3	aan haa aashegh chips hastand koneshgar haa aasheg pool hastand	آنها عاشق چپپس هستند! (خنده) کنشگرها عاشق پول هستند
common_voice_fa_18213633.mp3	be sarkaar raas negaah konid	به سرکار راس نگاه کنيد
common_voice_fa_18213634.mp3	az khodaayam ast ke baahaat biaayam	از خدامه که باهات بيام
common_voice_fa_18213635.mp3	rais bande khoshhaal mishavad agar shomaa biaaid	رئیس بنده خوشحال میشه اگه شما بیاین
common_voice_fa_18213636.mp3	baabaa in sag sokhangooie	بابا این سگه سخنگویه
common_voice_fa_18213637.mp3	ke behtar az to ghaayem konad	که بهتر از تو قايم کنم
common_voice_fa_18213638.mp3	alaan ham montazeram biaayad ke bekhaabim	الانم منتظرم بیاد که بخابیم
common_voice_fa_18213639.mp3	behem ghol bede ke movaazebami	بهم قول بده که مواظبي
common_voice_fa_18213640.mp3	baazi shoroo shod	بازی شروع شد
common_voice_fa_18213641.mp3	taa betavaani raahat sor bokhori	تا بتوني راحت سر بخوري
common_voice_fa_18213642.mp3	man mikhaaham beravam aabshaar behesht	من می خوام برم آبشار بهشت
common_voice_fa_18213643.mp3	in tajrobe raa daashtim	این تجربه را داشتیم
common_voice_fa_18213644.mp3	vaaghean baavar nakardani ast	واقعا باورنکردنيه
common_voice_fa_18213645.mp3	ordibehesht emsaal kheyli jazaab bood	اردیبهشت امسال خیلی جذاب بود
common_voice_fa_18213646.mp3	nemidaanam afsorde shodam yaa baghaayaaye janin too delam maande ke in tori mishavam	نمیدونم افسرده شدم یا بقایای جنین تو دلم مونده که اینجوری میشم
common_voice_fa_18213647.mp3	na hanooz ham short mipoosham	نه ، هنوزم شرت مي پوشن
common_voice_fa_18213648.mp3	man daashtam jigh mizadam	.من داشتم جيغ مي زدم
common_voice_fa_18213649.mp3	yek zan too aan gorbe ast?	يه زن تو اون گربه هست؟
common_voice_fa_18213650.mp3	bale maa migooim man shoroot barnaame haa raa motaale'e kardeam	بله، ما میگویم، من شروط برنامهها را مطالعه کردهام
common_voice_fa_18213651.mp3	masoolin zhaapon be dalil gol nazadan az mardom iraan ozrkhaahi kardand	مسئولین ژاپن به دلیل گل نزدن از مردم ایران عذرخواهی کردن
common_voice_fa_18213652.mp3	yek kam ritmash raa bishtar konid	يکم ريتمش رو بيشتر کني
common_voice_fa_18213653.mp3	sahaam teye hamaan dore az baazaar jelo zade ast	سهام طی همان دوره از بازار جلو زده است
common_voice_fa_18213654.mp3	emrooz sobh ke az khaab bidaar shodam mored dovom raa tajrobe kardam	امروز صبح که از خواب بیدار شدم مورد دوم رو تجربه کردم و اون قدر خوشحال بودم که اون خواب واقعی نیست گه باعث شد قدر اون چیزی که دارم(مربوط به خوابم) رو بدونم و برای نگه داشتنش تلاش کنم و شکرگزار خدا باشم
common_voice_fa_18213660.mp3	va aan raa tamaashaa mikardi?	و اونو تماشا مي کردي ؟
common_voice_fa_18213661.mp3	in chand rooze baayad be tarz vahshatnaaki naghsh yek aadam shaad va khoshhaal raa baazi konam	این چند روزه باید به طرز وحشتناکی نقش یه آدم شاد و خوشحال رو بازی کنم
common_voice_fa_18213662.mp3	baraaye hamin soaal be zehnam resid	برای همین این سوال به ذهنم رسید
common_voice_fa_18213663.mp3	shohar jaan daasht behesh migoft haani khoshgele va koli naazash raa mikeshid	شوهرجان داشت بهش میگفت هانی خوشگله و کلی نازشو میکشید:
common_voice_fa_18213664.mp3	khob oo motmaenan dir karde	خب اون مطمئنا دير کرده
common_voice_fa_18213665.mp3	midaanam yek rooz dobaare mitavaanam to raa bebinam	میدونم یه روز دوباره می تونم تو رو ببینم
common_voice_fa_18213666.mp3	khoda kheyrat bedehad maadar dastat dard nakonad	خدا خیرت بده مادر دستت درد نکنه.
common_voice_fa_18213667.mp3	migoftand barkhi az ide haayam mardood va naa kaar aamad ast	میگفتند برخی از ایدههایم مردود و ناکارآمد است
common_voice_fa_18213668.mp3	ghol midid velash nakonid	قول میدین ولش نکنین؟
common_voice_fa_18213669.mp3	vaay shaam aali bood mersi	واي شام عالي بود مرسي
common_voice_fa_18213670.mp3	pas kaareshaan chist? baghie kaar haa raa rahaa karde va baa modiriat kaar mikonand jami va saazande taa taghiraat jahat behbood maali sherkat ijaad shavad	پس کارشان چیست؟ بقیه کارها را رها کرده و با مدیریت کار میکنند، جمعی و سازنده، تا تغییرات جهت بهبود عملکرد مالی شرکت ایجاد شود
common_voice_fa_18213671.mp3	aare man haminjaa mimiram	اره من همين جا مي ميرم
common_voice_fa_18213672.mp3	va hame zende hastand	!و همه زنده هستن.
common_voice_fa_18213673.mp3	javaanaan nemikhaahand ke rooye mazraeye manaategh roostaayi baashand	جوانان نمیخواهند که روی مزرعه یا مناطق روستایی باشند
common_voice_fa_18213674.mp3	emshab haal ajibi daaram fardaa mosaaferam bazi haa raa ham gharaar ast bad do saal bebinam	امشب حال عجیبی دارم،فردا مسافرم،بعضیارم قراره بعد دوسال بیینم
common_voice_fa_18213680.mp3	yeki az afsaraan javaan ke dar 1975 be estekhdaam kaa ge be dar aamade bood velaadimir pootin bood dar ghesmat dovom in reshte tooit be oo va emperaatoori rasaanei ke tasis kard bishtar khaahim pardaakht	یکی از این افسران جوان که در 1975 به استخدام کاگب درآمده بود، ولادیمیر پوتین بود، در قسمت دوم این رشته توییت، به او و امپراتوری رسانهای که تأسیس کرد، بیشتر خواهیم پرداخت
common_voice_fa_18213681.mp3	ghazaai baraaye chand maah ghabl ast	قضيه براي چندماه قبله
common_voice_fa_18213682.mp3	agar begooyam khodash raa mikoshad	.اگه بگم خودشو مي کشه
common_voice_fa_18213683.mp3	va be maghaamaat aamrikaai tosie mikonim ke ebteda baa nezaamiaan khod dar khalij faars sohbat konand va sepas be ezhaar nazar bepardaazand	وبه مقامات آمریکایی توصیه می کنیم که ابتدا با نظامیان خود در خلیج فارس صحبت کنند و سپس به اظهار نظر بپردازند
common_voice_fa_18213684.mp3	pas aanche laazem ast kami feshaar ast	پس آنچه لازم است کمی فشار است
common_voice_fa_18213685.mp3	chon ke andaazeam nist	چونکه اندازه ام نيست
common_voice_fa_18213686.mp3	chi daari mikhari injaa?	چي داري مي خري اينجا؟
common_voice_fa_18213687.mp3	chehre aksar gharib be etefagh asaatid paaye dar daaneshgaah	چهره ی اکثریت قریب به اتفاق اساتید فیزیک پایه در دانشگاه
common_voice_fa_18213688.mp3	aan tars	آن ترس
common_voice_fa_18213689.mp3	shenler ham aslan nemifahme	چندلر هم اصلا نمي فهمه
common_voice_fa_18213695.mp3	paadeshah ke be ghatl resid vazir raa faraa khaand va goft aknoon fahmidam monzoor to az in ke migofti har che rokh midehad be salaah shomast che boode	پادشاه که به قصر رسید وزیر را فراخواند و گفت:اکنون فهمیدم منظور تو از اینکه می گفتی هر چه رخ میدهد به صلاح شماست چه بوده
common_voice_fa_18213696.mp3	na masale bi hormati nist	نه مسئله بي حرمتي نيست
